sep= 
Time [s]	f1 [Hz]	f3 [Hz]	f5 [Hz]	f7 [Hz]	f9 [Hz]	f11 [Hz]	f13 [Hz]	D1 [ppm]	D3 [ppm]	D5 [ppm]	D7 [ppm]	D9 [ppm]	D11 [ppm]	D13 [ppm]
12092,6192	-162,2110	-108,5939	-101,9671	-97,9952	-94,9197	-92,5253	-90,9671	7,8676	8,7742	8,8311	8,3494	7,8578	8,0801	7,5398
12097,2790	-162,2626	-108,5413	-102,0731	-98,1087	-94,9099	-92,6630	-91,1329	7,8594	8,7898	8,8799	8,3741	7,8485	8,0487	7,5800
12101,9058	-162,2947	-108,6200	-101,8942	-98,1587	-95,0594	-92,6372	-91,0384	7,8420	8,7842	8,8202	8,3592	7,8894	8,0163	7,5526
12106,5046	-162,3580	-108,6442	-102,1183	-98,1605	-94,9313	-92,5261	-91,1385	7,8412	8,7890	8,8567	8,3645	7,8680	8,0463	7,5475
12111,2361	-162,3681	-108,7005	-101,9251	-98,0306	-94,9805	-92,6674	-91,1317	7,8308	8,8063	8,8482	8,3359	7,8364	8,0568	7,5602
12115,8209	-162,4553	-108,6956	-102,0103	-98,2286	-94,9702	-92,6403	-91,1315	7,7989	8,7597	8,8474	8,3582	7,8557	8,0490	7,5387
12120,4549	-162,5458	-108,6047	-102,0834	-98,2239	-94,9440	-92,6462	-91,1338	7,7839	8,8300	8,9237	8,3592	7,8743	8,0562	7,5547
12125,0889	-162,5574	-108,7605	-101,9068	-98,1224	-94,9952	-92,5738	-91,2657	7,7958	8,7716	8,8355	8,3625	7,8604	8,0573	7,5339
12129,7281	-162,5363	-108,5639	-101,9589	-98,0613	-94,8524	-92,5370	-91,0696	7,9163	8,7979	8,8765	8,3473	7,8681	8,0310	7,5636
12134,3268	-162,6271	-108,6014	-101,9078	-98,1959	-94,9261	-92,5586	-91,0546	7,9002	8,8233	8,8337	8,3534	7,8669	8,0622	7,5329
12139,0030	-162,6357	-108,6100	-101,9628	-98,1309	-94,9169	-92,5454	-91,0804	7,9107	8,7865	8,8404	8,3585	7,8670	8,0240	7,5836
12143,6897	-162,6344	-108,7456	-101,7976	-98,1670	-94,9390	-92,6032	-91,1171	7,9022	8,7972	8,8010	8,3489	7,8973	8,0851	7,5822
12148,7753	-162,8102	-108,6297	-101,8951	-98,1300	-94,8300	-92,5936	-91,1253	7,8987	8,7566	8,8894	8,3598	7,8857	8,0916	7,5611
12153,4447	-162,8125	-108,6880	-101,8008	-98,0799	-94,9092	-92,5375	-91,9012	7,9087	8,7929	8,8675	8,3613	7,8707	8,0784	7,6168
12158,3182	-162,9283	-108,7041	-101,9151	-98,1710	-94,9738	-92,6006	-91,1252	7,8950	8,7344	8,8914	8,3464	7,8655	8,0740	7,5943
12162,9613	-162,9681	-108,8012	-101,8356	-98,1754	-94,9152	-92,5577	-91,1244	7,9001	8,8128	8,8860	8,3671	7,8832	8,0730	7,5930
12167,5602	-163,0934	-108,7104	-101,9233	-98,1943	-94,9522	-92,5730	-91,0332	7,8848	8,7994	8,8328	8,3658	7,8849	8,0837	7,5184
12172,1507	-163,0862	-108,7975	-101,9469	-98,1752	-94,8547	-92,5452	-91,0571	7,8825	8,8097	8,8384	8,3809	7,8908	8,0830	7,5608
12176,7193	-163,1908	-108,7632	-101,9816	-98,1743	-94,9660	-92,5715	-91,0880	7,8574	8,8152	8,8506	8,3688	7,9008	8,0560	7,5595
12181,3203	-163,3054	-108,8256	-101,8856	-98,2089	-95,0152	-92,6654	-91,1491	7,8594	8,7685	8,9288	8,4096	7,9059	8,0696	7,5589
12185,9324	-163,4004	-108,7692	-102,1051	-98,3127	-95,0376	-92,6919	-91,1788	7,8441	8,8562	8,8524	8,3976	7,9095	8,0781	7,5837
12190,5676	-163,4674	-108,7978	-102,1016	-98,3139	-95,0311	-92,7173	-91,2218	7,8171	8,8113	8,8408	8,3831	7,8947	8,0564	7,6147
12195,1667	-163,5240	-108,8224	-101,9517	-98,2739	-95,0853	-92,8036	-91,1737	7,8345	8,8188	8,8886	8,3892	7,8920	8,0688	7,5870
12199,7442	-163,6358	-108,7847	-102,1900	-98,2319	-95,1078	-92,7323	-91,1074	7,8286	8,8761	8,9123	8,3908	7,9132	8,1179	7,5620
12204,6101	-163,6661	-108,8643	-102,1357	-98,2527	-95,0866	-92,7872	-91,1483	7,8032	8,8401	8,8685	8,3976	7,8910	8,0855	7,5662
12209,2576	-163,7170	-108,9269	-102,1345	-98,2812	-95,1658	-92,7823	-91,2253	7,8326	8,8790	8,9020	8,4155	7,9195	8,0820	7,5497
12214,3642	-163,7894	-108,8947	-102,1653	-98,3091	-95,1009	-92,7679	-91,2753	7,8431	8,8564	8,9091	8,4151	7,9292	8,1149	7,5640
12219,1067	-163,8807	-108,8546	-102,2038	-98,3600	-95,1423	-92,7916	-91,3065	7,8448	8,8468	8,8914	8,4198	7,9074	8,0682	7,6199
12223,7861	-163,9352	-108,9301	-102,1520	-98,2610	-95,1860	-92,7076	-91,2710	7,8475	8,8434	8,8904	8,3958	7,9287	8,1051	7,6358
12228,4926	-163,9971	-108,8599	-102,1772	-98,3849	-95,1010	-93,1079	-91,2878	7,8297	8,8615	8,8763	8,3917	7,9145	8,1484	7,5675
12233,1405	-164,0441	-108,8799	-102,2151	-98,3918	-95,1612	-92,7542	-91,1353	7,8436	8,8833	8,9083	8,4045	7,9149	8,1068	7,5946
12237,7530	-164,1444	-108,9518	-102,2146	-98,3480	-95,1866	-92,7533	-91,3224	7,8485	8,8919	8,9043	8,4316	7,8945	8,1133	7,5934
12242,3809	-164,1545	-108,9095	-102,2147	-98,3588	-95,1599	-92,8472	-91,2355	7,8470	8,8367	8,9056	8,3857	7,9236	8,1372	7,6247
12247,0209	-164,1921	-108,9913	-102,2300	-98,3199	-95,2126	-93,9950	-91,9581	7,8424	8,8888	8,9093	8,4159	7,9251	8,1253	7,5937
12252,3261	-164,3056	-108,9487	-102,2408	-98,3775	-95,0553	-92,8085	-91,2938	7,8437	8,8511	8,9119	8,4074	7,9230	8,0981	7,5865
12256,9909	-164,3463	-108,9537	-102,2883	-98,4290	-95,1121	-92,6782	-92,3640	7,8357	8,8634	8,8937	8,4264	7,9291	8,1404	7,6826
12261,8769	-164,3352	-108,8397	-102,1969	-98,3045	-95,1811	-92,9453	-91,3196	7,8538	8,8747	8,9516	8,4268	7,9137	8,1047	7,6566
12266,6099	-164,4142	-108,8586	-102,3012	-98,4377	-95,1151	-92,8224	-91,3646	7,8694	8,8738	8,9144	8,4127	7,9126	8,0854	7,6019
12271,5338	-164,4849	-108,8803	-102,3157	-98,3961	-95,1918	-92,8624	-91,2296	7,8688	8,8701	8,9254	8,4366	7,9251	8,0852	7,6048
12276,5687	-164,5169	-108,9203	-102,2598	-98,4263	-95,1897	-92,8261	-91,2889	7,8711	8,8802	8,9374	8,4000	7,9460	8,0909	7,6136
12281,3060	-164,6257	-109,0608	-102,1726	-98,3405	-95,2306	-92,7946	-91,2400	7,8700	8,8406	8,9068	8,4333	7,9206	8,0999	7,5897
12285,9479	-164,6443	-109,0221	-102,2741	-98,3473	-95,2146	-92,7767	-91,4294	7,8890	8,8746	8,9088	8,4341	7,9302	8,1150	7,6458
12290,5263	-164,6835	-108,9920	-102,2142	-98,3676	-95,2899	-92,7912	-91,3274	7,8666	8,8823	8,9140	8,4276	7,9496	8,1153	7,5925
12295,0847	-164,6678	-108,9960	-102,2860	-98,5004	-95,3455	-92,9675	-91,3848	7,9500	8,8915	8,9253	8,4344	7,9538	8,1669	7,6726
12299,8208	-164,6743	-109,0292	-102,2329	-98,4862	-95,2124	-92,7944	-92,3415	7,9777	8,8814	8,9337	8,4210	7,9462	8,1627	7,6182
12305,2422	-164,6656	-109,1255	-102,3032	-98,5106	-95,2603	-92,8693	-91,1735	7,9954	8,8862	8,9318	8,4465	7,9291	8,1372	7,6262
12309,8389	-164,6737	-109,1185	-102,4818	-98,5043	-95,2152	-92,9091	-91,2950	7,9997	8,8836	8,9806	8,4569	7,9226	8,1388	7,6392
12314,4342	-164,7134	-109,0754	-102,3083	-98,4559	-95,3007	-92,8194	-91,3238	8,0099	8,8595	8,9404	8,4131	7,9436	8,1106	7,5944
12319,1937	-164,7778	-109,1323	-102,3327	-98,3788	-95,2807	-92,8575	-91,4437	7,9966	8,8943	8,9326	8,4183	7,9252	8,1368	7,6468
12323,8454	-164,8231	-109,1204	-102,4334	-98,4764	-95,2528	-92,9440	-91,3102	8,0329	8,9174	8,8898	8,4216	7,9835	8,1302	7,5959
12328,4816	-164,8464	-109,0900	-102,3051	-98,5441	-95,3654	-92,9210	-91,3940	8,0373	8,9065	8,8994	8,4360	7,9366	8,1323	7,6057
12333,1590	-164,8639	-109,1055	-102,4101	-98,4570	-95,3087	-92,9566	-91,5059	8,0487	8,9423	8,9136	8,4481	7,9250	8,1863	7,6323
12337,8261	-164,9293	-109,1364	-102,3335	-98,5067	-95,3483	-92,8626	-91,5128	8,0539	8,9065	8,9493	8,4633	7,9360	8,1245	7,6262
12342,4772	-165,0225	-109,1682	-102,4742	-98,5560	-95,2928	-92,9271	-91,4445	8,0579	8,9142	8,9135	8,4413	7,9355	8,1507	7,6177
12347,1541	-165,0484	-109,1808	-102,4700	-98,6004	-95,3577	-92,9047	-92,2135	8,0630	8,9080	8,9049	8,4590	7,9197	8,1372	7,6204
12351,9345	-165,1062	-109,1754	-102,4488	-99,2417	-95,6659	-93,1945	-91,5549	8,0989	8,8885	8,9528	8,4915	7,9622	8,1450	7,6168
12357,3269	-165,1112	-109,1294	-102,5579	-98,4936	-95,3477	-92,8706	-91,8346	8,0796	8,9079	8,9678	8,4825	7,9580	8,1609	7,6530
12361,9807	-165,1936	-109,1997	-102,4490	-98,5031	-96,4405	-93,5517	-91,7894	8,0802	8,9335	8,9184	8,4374	7,9556	8,1230	7,6051
12367,0550	-165,1732	-109,1873	-102,3588	-98,5642	-95,1474	-92,9859	-91,3872	8,0971	8,9329	8,9510	8,4610	7,9536	8,1078	7,6096
12371,6264	-165,2410	-109,1976	-102,4014	-98,4812	-95,3013	-92,9154	-91,4614	8,1034	8,9024	8,9162	8,4479	7,9846	8,1363	7,6750
12376,1716	-165,2825	-109,1751	-102,5258	-98,4591	-95,3052	-93,0518	-91,5556	8,1028	8,9057	8,9331	8,4324	7,9785	8,1703	7,6633
12380,7802	-165,2824	-109,1850	-102,3526	-98,5599	-95,3186	-92,9233	-91,4106	8,1085	8,9123	8,9378	8,4403	7,9716	8,1800	7,6208
12385,4332	-165,3177	-109,2536	-102,4421	-98,5624	-95,3973	-93,0694	-91,5845	8,0964	8,8940	9,0384	8,4467	7,9540	8,1319	7,6985
12390,1201	-165,3728	-109,2067	-102,5580	-98,5842	-95,4120	-92,8958	-91,4225	8,1462	8,8904	8,9520	8,4903	7,9674	8,1580	7,6759
12394,8023	-165,4313	-109,1878	-102,5498	-98,5826	-95,4796	-92,9042	-91,4960	8,1129	8,9408	8,9748	8,4926	7,9551	8,1704	7,6505
12399,4965	-165,5062	-109,2364	-102,4809	-98,5322	-95,4241	-92,9789	-91,5510	8,1088	8,9414	8,9616	8,5000	7,9714	8,1640	7,6212
12404,1575	-165,5665	-109,2759	-102,4741	-98,6402	-95,4869	-92,9444	-91,4272	8,0863	8,9440	8,9818	8,4698	7,9796	8,1705	7,6648
12409,0608	-165,6302	-109,3435	-102,6571	-98,5469	-95,3626	-93,0505	-91,6007	8,1203	8,9480	8,9724	8,4657	7,9820	8,1252	7,6521
12413,6868	-165,6748	-109,3005	-102,5946	-98,6970	-95,4286	-93,0236	-91,3590	8,1216	8,9597	8,9782	8,4797	7,9657	8,1648	7,6491
12418,2758	-165,7161	-109,2916	-102,5456	-98,7828	-95,3915	-92,9589	-91,4415	8,1134	8,9561	8,9516	8,4690	7,9729	8,1650	7,6915
12422,8592	-165,7248	-109,2870	-102,4604	-98,6536	-95,4269	-92,9920	-91,6025	8,1259	8,9517	8,9697	8,4731	7,9745	8,1717	7,6147
12427,4291	-165,7505	-109,3853	-102,5862	-98,5906	-95,5568	-93,0519	-91,6370	8,1328	8,9388	8,9607	8,4241	7,9290	8,1879	7,6664
12432,0556	-165,7523	-109,3319	-102,5533	-98,5608	-95,4226	-92,9577	-91,5234	8,1469	8,9504	8,9664	8,4428	7,9836	8,1694	7,6472
12436,6546	-165,7994	-109,3779	-102,5251	-98,6335	-96,6915	-93,7127	-91,9791	8,1513	8,9491	8,9964	8,5124	7,9958	8,1756	7,6741
12442,0289	-165,8122	-109,3266	-102,4887	-98,7273	-95,3917	-93,0422	-91,4566	8,1501	8,9530	9,0024	8,5285	7,9987	8,1832	7,6110
12446,6813	-165,8841	-109,3838	-102,5139	-98,6416	-96,5348	-93,6292	-91,9113	8,1521	8,9888	8,9754	8,4742	8,0256	8,1713	7,6969
12451,8310	-165,9178	-109,3141	-102,6273	-98,7164	-95,5018	-93,1725	-91,6307	8,1612	8,9305	8,9832	8,4816	7,9863	8,1789	7,6573
12456,5045	-165,9391	-109,3316	-102,6177	-98,5783	-95,4879	-92,9324	-91,5442	8,1685	8,9384	9,0081	8,5031	7,9707	8,1895	7,6648
12461,4465	-165,9361	-109,3827	-102,5713	-98,7532	-95,4759	-93,0566	-91,5261	8,1525	8,9357	8,9616	8,4807	7,9827	8,1624	7,6759
12466,4192	-165,9772	-109,3734	-102,6908	-98,5779	-95,5227	-93,0558	-91,5505	8,1781	8,9857	8,9749	8,4779	7,9961	8,1788	7,6641
12471,1146	-166,6949	-109,3784	-102,8569	-98,9342	-95,5904	-94,3448	-92,2844	6,6506	8,9727	8,9966	8,5083	7,9640	8,1558	7,6404
12475,9303	-166,7268	-109,4372	-102,7804	-98,9252	-95,7765	-93,3400	-91,6473	6,5353	8,9941	9,0085	8,4950	7,9575	8,1646	7,6636
12480,5174	-166,0376	-109,3866	-102,5955	-98,7180	-95,4940	-93,2093	-91,5950	8,2160	8,9990	8,9743	8,4520	7,9906	8,1633	7,6883
12485,1208	-165,6272	-109,3965	-102,6794	-98,7479	-95,4849	-93,0454	-91,6198	8,4564	8,9653	8,9924	8,4958	8,0043	8,1916	7,6956
12489,7357	-165,4306	-109,3710	-102,5591	-98,6418	-95,4149	-93,1037	-91,6088	8,5364	8,9487	9,0462	8,5063	8,0105	8,2076	7,6815
12494,3421	-165,4413	-109,3530	-102,4881	-98,5444	-95,3348	-92,9615	-91,4375	8,5469	8,9886	8,9719	8,5263	7,9967	8,2065	7,6441
12498,9529	-165,3865	-109,3713	-102,5502	-98,5915	-95,3589	-92,9579	-91,3497	8,5542	8,9834	9,0114	8,4879	8,0042	8,1796	7,6134
12503,6440	-165,3625	-109,3245	-102,5369	-98,5472	-95,3695	-92,9885	-91,3879	8,5506	8,9688	9,0133	8,4934	8,0057	8,1735	7,6184
12508,2978	-165,3129	-109,2780	-102,5897	-98,5087	-95,3194	-92,9861	-91,4347	8,5616	8,9636	8,9935	8,4914	8,0155	8,1595	7,6917
12513,3974	-165,4040	-109,3221	-102,5140	-98,5755	-95,3682	-93,0152	-91,4893	8,5411	8,9997	8,9968	8,4936	7,9865	8,1920	7,6833
12517,9985	-165,5708	-109,3519	-102,5128	-98,6993	-95,4265	-92,9601	-92,1565	8,4890	8,9836	9,0132	8,5057	8,0191	8,1676	7,6906
12522,8482	-165,6726	-109,4380	-102,4907	-98,7076	-95,4190	-93,0881	-91,3538	8,4413	9,0281	9,0350	8,5154	8,0082	8,2123	7,6790
12527,5292	-165,8255	-109,4161	-102,6131	-98,5732	-95,4760	-92,9685	-91,4981	8,3889	9,0192	9,0203	8,5076	8,0147	8,1939	7,7220
12532,1421	-165,9203	-109,3887	-102,6662	-98,8013	-95,4848	-93,0198	-91,4427	8,3919	9,0284	9,0485	8,5346	8,0048	8,2060	7,7020
12536,7343	-165,9451	-109,4100	-102,5913	-98,8195	-95,4149	-93,0880	-91,5614	8,4232	9,0379	9,0690	8,5030	8,0294	8,2228	7,7407
12541,3381	-166,0119	-109,3911	-102,7969	-98,7954	-95,5587	-93,0995	-91,4740	8,4031	9,0672	9,0569	8,5605	8,0354	8,2232	7,6816
12545,9729	-165,9969	-109,4661	-102,6020	-98,9168	-95,6709	-93,0781	-91,5200	8,3936	9,0589	9,0253	8,5580	8,0412	8,2134	7,6926
12550,7456	-166,0313	-109,5217	-102,5881	-98,6154	-95,4344	-93,0588	-92,4972	8,4053	9,0427	9,0664	8,5431	8,0332	8,1837	7,7255
12555,6106	-166,0801	-109,4301	-102,5684	-98,7367	-95,5174	-93,0901	-91,3755	8,3818	9,0546	9,0663	8,5662	8,0249	8,2026	7,6860
12560,2233	-166,0931	-109,4644	-102,7371	-98,5771	-95,4153	-93,0604	-91,5263	8,3749	9,0056	9,0286	8,5483	8,0258	8,2273	7,7261
12564,8866	-166,1015	-109,4830	-102,6279	-98,6883	-95,3902	-92,9920	-91,6227	8,3695	9,0642	9,0422	8,5561	8,0448	8,2137	7,7095
12569,9047	-166,0723	-109,4021	-102,6187	-98,6104	-95,3603	-93,0063	-91,4836	8,3595	9,0425	9,0419	8,5510	8,0212	8,2115	7,7116
12574,7151	-166,0887	-109,4260	-102,5783	-98,5402	-95,4114	-93,0460	-91,3753	8,3631	9,0417	9,0818	8,5426	8,0341	8,2043	7,6761
12579,3440	-166,0445	-109,4069	-102,5963	-98,6901	-95,4225	-92,9085	-91,3036	8,3481	9,0401	9,0326	8,5532	8,0308	8,2145	7,6914
12583,9854	-166,1060	-109,3586	-102,6137	-98,6102	-95,4661	-92,9615	-91,3664	8,3502	9,0349	9,0317	8,4755	8,0344	8,2095	7,6935
12588,6344	-166,1505	-109,3880	-102,5485	-98,6195	-95,4645	-92,9738	-91,4063	8,3401	9,0417	9,0291	8,5338	8,0372	8,1578	7,6870
12593,5476	-166,1368	-109,3501	-102,6114	-98,5159	-95,4610	-92,9295	-91,3278	8,3208	9,0146	9,0229	8,5542	8,0201	8,1635	7,6897
12598,5894	-166,1610	-109,3366	-102,4940	-98,6317	-95,4539	-93,0034	-91,4262	8,3080	9,0286	9,0509	8,5539	8,0197	8,1959	7,6914
12603,4654	-166,1682	-109,3559	-102,5125	-98,7266	-95,4059	-92,9782	-91,4193	8,3203	9,0452	9,0686	8,5248	8,0211	8,2055	7,6964
12608,3084	-166,1738	-109,3369	-102,4690	-98,5553	-95,3002	-92,8858	-91,3474	8,3053	9,0590	9,0164	8,5450	8,0183	8,2148	7,7192
12612,9089	-166,2406	-109,3797	-102,5757	-98,6064	-95,3874	-92,9231	-91,4614	8,2977	9,0458	9,0658	8,4987	8,0089	8,2173	7,7095
12617,5557	-166,2277	-109,3415	-102,4355	-98,6418	-95,3535	-92,9099	-91,5001	8,2904	9,0422	9,0308	8,5076	8,0545	8,2233	7,6739
12622,2117	-166,1900	-109,3097	-102,6667	-98,5394	-95,3599	-92,9406	-91,3108	8,2769	9,0185	9,0397	8,4858	8,0438	8,2126	7,6825
12626,8506	-166,2344	-109,2873	-102,4665	-98,6611	-95,3932	-94,1328	-92,0269	8,2720	9,0302	9,0410	8,5294	8,0420	8,2123	7,6761
12632,0324	-166,2239	-109,3286	-102,5707	-98,5226	-95,3035	-92,9216	-91,2811	8,2594	9,0205	9,0109	8,5340	8,0007	8,1970	7,7456
12636,6830	-166,2398	-109,3616	-102,4944	-98,5958	-95,3783	-93,0117	-91,3648	8,2546	9,0244	9,0221	8,5247	8,0189	8,1656	7,6783
12641,3376	-166,2523	-109,2966	-102,5160	-98,6074	-95,3924	-92,9732	-91,5203	8,2528	8,9947	9,0530	8,5248	8,0144	8,1679	7,7062
12646,0050	-166,2860	-109,3311	-102,4480	-98,6527	-95,3234	-93,0181	-91,2995	8,2403	9,0087	9,0556	8,4897	8,0050	8,1880	7,6222
12650,6163	-166,3082	-109,3276	-102,5222	-98,6888	-95,3898	-92,9689	-91,4214	8,2234	9,0220	9,0130	8,5087	7,9981	8,1990	7,6426
12655,3093	-166,2967	-109,3351	-102,4598	-98,6162	-95,2967	-92,9147	-91,3432	8,2308	9,0227	9,0243	8,4909	8,0130	8,2069	7,6595
12659,8633	-166,3060	-109,2493	-102,5017	-98,5832	-95,3696	-92,9437	-91,4779	8,2016	9,0083	9,0334	8,4927	7,9860	8,1649	7,6751
12664,4426	-166,3659	-109,3770	-102,4024	-98,6368	-95,3082	-92,9567	-91,4025	8,1955	9,0323	8,9977	8,5217	8,0123	8,1988	7,6869
12669,0439	-166,3476	-109,3333	-102,4469	-98,4647	-95,4233	-92,9012	-91,3728	8,2041	9,0029	9,0284	8,5293	7,9927	8,1938	7,6408
12674,0045	-166,4269	-109,3007	-102,5305	-98,6152	-95,4061	-93,0564	-91,5038	8,2056	9,0239	9,0510	8,5158	8,0080	8,2030	7,6578
12678,7757	-166,3690	-109,2847	-102,5686	-98,5697	-95,3139	-94,0857	-91,9918	8,2099	9,0061	9,0144	8,5098	8,0127	8,2084	7,6635
12684,1418	-166,3897	-109,2520	-102,5572	-98,5373	-95,4259	-92,9811	-91,4700	8,1818	8,9911	8,9684	8,5109	7,9964	8,1825	7,7301
12688,8297	-166,4236	-109,3080	-102,5256	-98,6200	-95,3348	-92,8974	-91,4733	8,1756	9,0016	9,0426	8,5108	7,9875	8,1559	7,7205
12693,5202	-166,3482	-109,2215	-102,3990	-98,6035	-95,3502	-92,9814	-91,4900	8,1709	8,9909	9,0138	8,5298	8,0247	8,1851	7,7070
12698,1501	-166,4481	-109,3136	-102,4977	-98,4999	-95,4652	-92,9974	-91,3995	8,1770	8,9809	9,0259	8,5012	8,0044	8,1834	7,6912
12702,7719	-166,4650	-109,3116	-102,4743	-98,8683	-95,5366	-93,0646	-91,3888	8,1520	9,0198	9,0307	8,5121	7,9893	8,1969	7,6775
12707,5958	-166,4541	-109,2663	-102,5805	-98,5890	-95,3071	-92,9364	-91,3306	8,1566	8,9871	8,9909	8,4968	7,9804	8,1587	7,6680
12712,1827	-166,4589	-109,3945	-102,4896	-98,5647	-95,3969	-92,9285	-91,3469	8,1504	9,0494	8,9834	8,5181	7,9929	8,1846	7,6576
12716,7945	-166,4748	-109,2480	-102,5540	-98,5613	-95,2883	-92,9601	-91,4349	8,1527	8,9992	8,9518	8,5012	7,9743	8,1847	7,7012
12721,3945	-166,4930	-109,3012	-102,5479	-98,5075	-95,3860	-92,9870	-91,4647	8,1580	9,0179	9,0064	8,4956	8,0202	8,1554	7,6893
12726,0064	-166,5693	-109,2803	-102,4344	-98,5591	-95,3875	-92,9652	-91,4796	8,1378	9,0118	9,0170	8,4885	7,9780	8,1865	7,6980
12730,5979	-166,5201	-109,2539	-102,5208	-98,6580	-95,3629	-93,0152	-91,2969	8,1458	9,0012	9,0058	8,5205	7,9951	8,2026	7,7059
12735,1818	-166,5332	-109,2712	-102,4324	-98,6213	-95,4237	-92,9358	-91,4529	8,1125	8,9899	9,0316	8,5131	8,0092	8,2018	7,6875
12739,9009	-166,5606	-109,2633	-102,5965	-98,6080	-95,2734	-92,9763	-91,4806	8,0957	9,0135	9,0267	8,5161	7,9991	8,1754	7,6816
12744,6057	-166,5509	-109,1771	-102,5112	-98,5342	-95,3643	-93,0471	-91,4263	8,0942	9,0107	9,0148	8,4800	8,0009	8,1863	7,6528
12749,2683	-166,5917	-109,1687	-102,5078	-98,6059	-95,4374	-92,9824	-91,4902	8,0853	8,9701	9,0295	8,4984	8,0004	8,1787	7,6970
12753,9639	-166,5646	-109,2359	-102,5514	-98,5492	-95,4127	-93,0022	-91,2976	8,0929	8,9983	8,9945	8,5217	8,0048	8,1866	7,6812
12758,6512	-166,4944	-109,2480	-102,4844	-98,6187	-95,4111	-92,9820	-91,4443	8,1074	8,9993	8,9983	8,5093	7,9856	8,1792	7,6820
12763,3227	-165,9938	-109,1182	-102,4197	-98,5058	-95,2692	-92,9243	-91,3840	8,3721	9,0084	9,0087	8,5071	7,9796	8,1800	7,6696
12768,0450	-165,8376	-109,1394	-102,3404	-98,4506	-95,1811	-92,8407	-91,3796	8,3972	9,0068	8,9722	8,4919	7,9876	8,1637	7,6840
12772,5979	-165,8723	-109,0333	-102,4091	-98,4955	-95,1875	-92,8527	-91,2471	8,3900	8,9924	9,0566	8,5075	8,0288	8,1447	7,6426
12777,1859	-165,8714	-109,1187	-102,3810	-98,4511	-95,1680	-92,7313	-91,3575	8,3723	8,9853	8,9893	8,4832	7,9691	8,1597	7,6348
12781,7708	-165,8693	-109,0895	-102,2906	-98,4416	-95,1443	-92,7641	-91,1681	8,3611	8,9705	8,9922	8,5033	8,0011	8,1629	7,6398
12786,3671	-165,7355	-109,1040	-102,4287	-98,3780	-95,0705	-92,7063	-91,2740	8,3328	8,9951	9,0258	8,4934	7,9934	8,1736	7,6819
12791,1489	-165,8625	-109,1286	-102,2457	-98,4339	-95,1346	-92,7302	-91,2150	8,3347	8,9586	8,9919	8,4645	7,9813	8,1680	7,6580
12795,7375	-165,6688	-109,1272	-102,3818	-98,3913	-95,1481	-92,7184	-91,2636	8,4668	9,0095	8,9983	8,4855	8,0265	8,1629	7,6602
12800,6891	-165,4593	-109,1663	-102,4115	-98,4804	-95,2457	-92,7375	-91,3299	8,5760	9,0171	8,9598	8,4768	7,9940	8,1751	7,6619
12805,3550	-165,3845	-109,1619	-102,3213	-98,4076	-95,2468	-92,7927	-91,2905	8,5628	9,0002	9,0140	8,4845	7,9820	8,1392	7,6958
12810,0053	-165,3796	-109,1730	-102,4441	-98,4247	-95,2396	-92,7797	-91,2078	8,5256	9,0129	9,0199	8,5008	8,0186	8,1490	7,6502
12814,6542	-165,4165	-109,1204	-102,3929	-98,4240	-95,1869	-92,9352	-91,3331	8,5302	8,9759	9,0074	8,4992	8,0178	8,1758	7,6876
12819,3326	-165,4173	-109,0264	-102,2459	-98,4512	-95,2116	-92,7668	-91,3357	8,5180	8,9918	9,0546	8,4926	7,9906	8,1639	7,7141
12824,0178	-165,4678	-109,1872	-102,3653	-98,4208	-95,2078	-92,7850	-91,2901	8,5113	9,0003	9,0250	8,4979	8,0048	8,1990	7,6397
12828,6670	-165,4643	-109,1899	-102,3014	-98,5354	-95,1900	-92,7504	-91,2329	8,4999	8,9731	9,0195	8,5132	8,0080	8,1968	7,6183
12833,2926	-165,5680	-109,1235	-102,2580	-98,4145	-95,2281	-92,7372	-91,1922	8,4947	9,0245	9,0085	8,5008	8,0049	8,1625	7,6741
12837,9199	-165,5644	-109,1217	-102,3072	-98,4861	-95,1649	-93,6595	-91,7608	8,4666	9,0005	8,9948	8,4942	8,0047	8,1850	7,6830
12842,6820	-165,6085	-109,0587	-102,3860	-98,4178	-95,2310	-92,8058	-91,2300	8,4236	9,0384	8,9879	8,4784	8,0199	8,2054	7,6678
12847,2188	-165,6762	-109,2126	-102,3230	-98,4948	-95,2554	-92,8300	-91,2764	8,4265	9,0046	9,0264	8,4843	8,0132	8,1950	7,6756
12851,8254	-165,7146	-109,0020	-102,3475	-98,4008	-95,1666	-92,7145	-91,2795	8,4124	9,0077	9,0291	8,5189	8,0129	8,1792	7,6495
12856,4619	-165,6827	-109,0936	-102,3102	-98,4270	-95,2332	-92,7446	-91,2391	8,3956	8,9972	8,9970	8,4811	8,0070	8,1554	7,6584
12861,5039	-165,7739	-109,0729	-102,1929	-98,4004	-95,1497	-92,7008	-91,1909	8,3831	8,9724	9,0012	8,4892	8,0112	8,2147	7,6636
12866,2205	-165,7644	-109,0499	-102,3426	-98,4001	-95,2406	-92,7532	-91,2891	8,3678	9,0141	9,0171	8,4949	7,9854	8,2150	7,6701
12870,8863	-165,7398	-109,0655	-102,3374	-98,4378	-95,1223	-92,7476	-91,2745	8,3557	9,0019	9,0066	8,4803	8,0035	8,1787	7,6521
12875,7497	-165,8100	-109,0809	-102,3405	-98,4052	-95,2216	-92,7558	-91,1069	8,3439	8,9924	9,0177	8,5001	7,9855	8,1609	7,6723
