sep= 
Time [s]	f1 [Hz]	f3 [Hz]	f5 [Hz]	f7 [Hz]	f9 [Hz]	f11 [Hz]	f13 [Hz]	D1 [ppm]	D3 [ppm]	D5 [ppm]	D7 [ppm]	D9 [ppm]	D11 [ppm]	D13 [ppm]
4589,6395	-91,6100	-59,1198	-57,4522	-56,3536	-55,5345	-54,2734	-53,9028	-3,4345	1,3649	2,1524	2,2183	2,1692	2,4203	2,1899
4594,3151	-91,6542	-59,0661	-57,3736	-56,5211	-55,7052	-54,2402	-53,8149	-3,4403	1,3555	2,1636	2,2330	2,1281	2,4381	2,2279
4598,9777	-91,7110	-59,0540	-57,4712	-56,5592	-55,6479	-54,2224	-53,8755	-3,4267	1,3574	2,1644	2,2334	2,1262	2,4328	2,2228
4603,6715	-91,7221	-59,0343	-57,3895	-56,5084	-55,5374	-54,2129	-53,8353	-3,4126	1,3525	2,1686	2,2157	2,1531	2,4289	2,2411
4608,3321	-91,6731	-59,0284	-57,3714	-56,5151	-55,7121	-54,3371	-53,9333	-3,4365	1,3450	2,1822	2,2233	2,1504	2,4163	2,1884
4612,9337	-91,6122	-59,0602	-57,2957	-56,4420	-55,6438	-54,2668	-53,9133	-3,4604	1,3420	2,1502	2,2223	2,1431	2,4039	2,2183
4617,5676	-91,6043	-59,0306	-57,4282	-56,5173	-55,5953	-54,2869	-53,8780	-3,5293	1,3292	2,1564	2,2159	2,1538	2,4161	2,2109
4622,1872	-91,5728	-59,0127	-57,3990	-56,4959	-55,6227	-54,2787	-53,8226	-3,4929	1,3380	2,1446	2,2055	2,1497	2,4195	2,2166
4626,7733	-91,6044	-59,0112	-57,2996	-56,4607	-55,6112	-54,2174	-53,8180	-3,4624	1,3196	2,1172	2,2002	2,1312	2,4186	2,2148
4631,3814	-91,5668	-58,9895	-57,2987	-56,3689	-55,4973	-55,1101	-54,3124	-3,5173	1,3290	2,1442	2,1906	2,1315	2,4133	2,2319
4636,1475	-91,6114	-58,9169	-57,3172	-56,3959	-55,6359	-54,2297	-53,7099	-3,5204	1,3209	2,1415	2,2161	2,0919	2,3951	2,1815
4640,7924	-91,5706	-58,9567	-57,2696	-56,4445	-55,6018	-54,2364	-53,7626	-3,4937	1,3177	2,1303	2,1872	2,1465	2,3794	2,2031
4645,5661	-91,6678	-58,9009	-57,2452	-56,4269	-55,5614	-54,2234	-53,7818	-3,5576	1,3153	2,1484	2,1896	2,1362	2,4076	2,1953
4650,2850	-91,6075	-58,8843	-57,1864	-56,4420	-55,6014	-54,2411	-53,7037	-3,5731	1,2935	2,1786	2,1768	2,1304	2,3912	2,1847
4654,9233	-91,6519	-58,9294	-57,1662	-56,4480	-55,5673	-54,1742	-53,7667	-3,4996	1,3035	2,1419	2,1939	2,1052	2,3905	2,1910
4659,6436	-91,6319	-58,8142	-57,2363	-56,4004	-55,8551	-54,3181	-53,8724	-3,5105	1,3198	2,1176	2,1939	2,1162	2,3895	2,2053
4664,4016	-91,5909	-58,8198	-57,1507	-56,3352	-55,5536	-54,1727	-53,8067	-3,5191	1,3222	2,1324	2,1942	2,1033	2,4114	2,2130
4669,0640	-91,6423	-58,9019	-57,1820	-56,3988	-55,5272	-54,1705	-53,8569	-3,5287	1,2723	2,1220	2,1938	2,1006	2,3632	2,1895
4673,6853	-91,6517	-58,8460	-57,1938	-56,3575	-55,5268	-54,2700	-53,9188	-3,5856	1,2902	2,1340	2,1905	2,1453	2,3750	2,2412
4678,3499	-91,6140	-58,8783	-57,1869	-56,3665	-55,4925	-54,1380	-53,7155	-3,5471	1,3030	2,1165	2,1825	2,1280	2,3758	2,2061
4682,9398	-91,6770	-58,8479	-57,1899	-56,3625	-55,5876	-54,1439	-53,6468	-3,4857	1,3148	2,1012	2,1916	2,1002	2,4065	2,1691
4687,5563	-91,6987	-58,8683	-57,1950	-56,3794	-55,4582	-54,1365	-53,8089	-3,5422	1,3087	2,1096	2,1794	2,1100	2,4161	2,2005
4692,2731	-91,7258	-58,9718	-57,2145	-56,3692	-55,5773	-55,3758	-54,4522	-3,5623	1,2981	2,1092	2,1786	2,0910	2,4011	2,2107
4697,5127	-91,7641	-58,8672	-57,2126	-56,3361	-55,5709	-54,2408	-53,6560	-3,5213	1,3140	2,1414	2,1787	2,1314	2,3900	2,1578
4702,1673	-91,7023	-58,9030	-57,1684	-56,3649	-55,5612	-54,2750	-53,6642	-3,4435	1,3056	2,1105	2,1911	2,1119	2,4216	2,1651
4706,8058	-91,6661	-58,8554	-57,2215	-56,4100	-55,5426	-54,1596	-53,6272	-3,4613	1,3045	2,1162	2,1733	2,1146	2,3847	2,1749
4711,6738	-91,6697	-58,8748	-57,1551	-56,3246	-55,5266	-54,2353	-53,7559	-3,4519	1,2952	2,1581	2,1919	2,1096	2,3807	2,1771
4716,3450	-91,6529	-58,8572	-57,2718	-56,3796	-55,5669	-54,1988	-53,7897	-3,4787	1,2977	2,1418	2,1875	2,1201	2,3825	2,1823
4720,9952	-91,6229	-58,8488	-57,1464	-56,4164	-55,5727	-54,1521	-53,8105	-3,4300	1,2897	2,0954	2,1759	2,1145	2,3843	2,1802
4725,8263	-91,4595	-58,8329	-57,1368	-56,2650	-55,4402	-54,1655	-53,7102	-3,2276	1,3015	2,1197	2,1665	2,1223	2,3843	2,1704
4730,4885	-91,3527	-58,8454	-57,1858	-56,3393	-55,4652	-54,0800	-53,7007	-3,1845	1,2749	2,1184	2,1597	2,1313	2,4223	2,1724
4735,0869	-91,3948	-58,8262	-57,1591	-56,3476	-55,4640	-54,0947	-54,4859	-3,1524	1,3172	2,0991	2,1780	2,1247	2,3945	2,1422
4739,8420	-91,3534	-58,8115	-57,1114	-56,3239	-55,5266	-54,1193	-53,6764	-3,1489	1,2857	2,1258	2,1668	2,1430	2,3746	2,2243
4744,4509	-91,4051	-58,7636	-57,1033	-56,4082	-55,5345	-54,2330	-53,7944	-3,1798	1,2870	2,0677	2,1669	2,1045	2,3914	2,1679
4749,3663	-91,3573	-58,7911	-57,1416	-56,3189	-56,2462	-54,5058	-53,9604	-3,1342	1,3020	2,0975	2,1791	2,1109	2,4136	2,1717
4754,3319	-91,4332	-58,7677	-57,1721	-56,3346	-55,4355	-55,3601	-54,3922	-3,1920	1,3027	2,0988	2,1716	2,1041	2,3956	2,1807
4759,6683	-91,3843	-58,7789	-57,1104	-56,2746	-55,5267	-54,1259	-53,6299	-3,1979	1,2926	2,1114	2,1605	2,1375	2,3691	2,1379
4764,5287	-91,4673	-58,8958	-57,1572	-56,2912	-55,3957	-54,1878	-53,8041	-3,2658	1,2618	2,1361	2,1569	2,1322	2,4096	2,1535
4769,1666	-91,5483	-58,8533	-57,1553	-56,3362	-55,4874	-54,2047	-53,7350	-3,3463	1,2831	2,1210	2,1757	2,1080	2,3633	2,1582
4773,8338	-91,5117	-58,8386	-57,1843	-56,3423	-55,5268	-54,1860	-53,7557	-3,3586	1,2916	2,1239	2,1721	2,1202	2,4101	2,1756
4778,5461	-91,5682	-58,8140	-57,1302	-56,2417	-55,4230	-54,1122	-53,8036	-3,3751	1,2784	2,1039	2,1701	2,1263	2,3743	2,1775
4783,2239	-91,5859	-58,7945	-57,1623	-56,9401	-55,8144	-54,3927	-53,9755	-3,3452	1,2747	2,1570	2,1768	2,1109	2,4004	2,1791
4788,3321	-91,6609	-58,8352	-57,2622	-56,2984	-55,4895	-54,1690	-53,7449	-3,3983	1,2954	2,1005	2,1953	2,1238	2,3750	2,1826
4792,9406	-91,6583	-58,8211	-57,0646	-56,3146	-55,5030	-54,1825	-54,8865	-3,4050	1,2549	2,0934	2,1552	2,0809	2,3657	2,1521
4798,4098	-91,6997	-58,7880	-57,1908	-56,3490	-55,5004	-54,2488	-53,7948	-3,3714	1,2721	2,0935	2,1689	2,1123	2,3727	2,2093
4803,0809	-91,6631	-58,7417	-57,2152	-56,3722	-55,5116	-55,2286	-54,3384	-3,3640	1,3090	2,1016	2,1886	2,1022	2,4106	2,1864
4808,2341	-91,6825	-58,7524	-57,1089	-56,3285	-55,5157	-54,0633	-53,7139	-3,4282	1,2930	2,1110	2,1824	2,1121	2,3914	2,1699
4812,8166	-91,7561	-58,7473	-57,1787	-56,3586	-55,5070	-54,0812	-53,7057	-3,3808	1,3163	2,1391	2,1833	2,1107	2,3818	2,1869
4817,4275	-91,7546	-58,7051	-57,2494	-56,3725	-55,5221	-54,2158	-53,7606	-3,4346	1,2896	2,1219	2,1758	2,0950	2,4180	2,1707
4822,1056	-91,7823	-58,7785	-57,1476	-56,3487	-55,4743	-54,1819	-53,8849	-3,4269	1,2492	2,1579	2,1712	2,0981	2,3725	2,1664
4826,8195	-91,7822	-58,8221	-57,1404	-56,2756	-55,3869	-55,4253	-54,4596	-3,4810	1,2826	2,1460	2,1533	2,0953	2,4128	2,1825
4832,2274	-91,7684	-58,7625	-57,1573	-56,3198	-55,5134	-54,0380	-53,6612	-3,4745	1,2843	2,1093	2,1729	2,1026	2,4189	2,1804
4836,9229	-91,8033	-58,7956	-57,1971	-56,3063	-55,4545	-54,1617	-53,8213	-3,4715	1,2896	2,1360	2,1697	2,1183	2,3809	2,1461
4841,6320	-91,8205	-58,7387	-57,2125	-56,8845	-55,8023	-54,3347	-53,9364	-3,4126	1,2784	2,1135	2,1724	2,1163	2,4162	2,1743
4846,9030	-91,9036	-58,7417	-57,2418	-56,3286	-55,4398	-54,0955	-53,7893	-3,5087	1,2725	2,0880	2,1606	2,1142	2,3810	2,2010
4851,5408	-91,9152	-58,7600	-57,1949	-56,3252	-55,4224	-55,0649	-54,1854	-3,5108	1,2842	2,1173	2,1657	2,1089	2,3898	2,1489
4856,3036	-91,9460	-58,8497	-57,2667	-56,3745	-55,5378	-54,1505	-53,7226	-3,5430	1,2839	2,0909	2,1698	2,1104	2,4256	2,1840
4860,9231	-91,9297	-58,8039	-57,0954	-56,3472	-55,5158	-54,1986	-53,7881	-3,5054	1,2740	2,1346	2,1481	2,1169	2,4239	2,1768
4865,5585	-91,9481	-58,8327	-57,1620	-56,2822	-55,4839	-54,1029	-53,6899	-3,4263	1,2885	2,1064	2,1599	2,1028	2,4189	2,1840
4870,2011	-91,9571	-58,8188	-57,1478	-56,3024	-55,3732	-55,4272	-54,3905	-3,4919	1,2745	2,1244	2,1600	2,1245	2,3829	2,1740
4875,5048	-91,9836	-58,8848	-57,2077	-56,3359	-55,5674	-54,2151	-53,7504	-3,5451	1,2685	2,1254	2,1527	2,0999	2,3798	2,2043
4880,1595	-92,0384	-58,8062	-57,2121	-56,3307	-55,5093	-54,1810	-53,8022	-3,5089	1,2637	2,1170	2,1694	2,0980	2,3690	2,1817
4884,8735	-92,0577	-58,8802	-57,1289	-56,3238	-55,5054	-54,2264	-53,8975	-3,4575	1,3031	2,1007	2,1711	2,1072	2,3935	2,2077
4889,5507	-92,0565	-58,8281	-57,1824	-56,3267	-55,5245	-54,2012	-53,8130	-3,4713	1,2870	2,0980	2,1704	2,0835	2,3628	2,1655
4894,2260	-92,0132	-58,8164	-57,1394	-56,3469	-55,5037	-54,1315	-53,6455	-3,5000	1,3164	2,0933	2,1829	2,1227	2,3707	2,1805
4898,9449	-92,1020	-58,8725	-57,1846	-56,3246	-55,5026	-54,2588	-53,8328	-3,5274	1,3030	2,1299	2,1560	2,0861	2,3661	2,1864
4903,7265	-92,0738	-58,7482	-57,0879	-56,4022	-55,5200	-54,2045	-53,6848	-3,5496	1,2880	2,1218	2,1577	2,1043	2,3896	2,1839
4908,4015	-92,1258	-58,8626	-57,1606	-56,3698	-55,6041	-55,2300	-54,3522	-3,5827	1,2728	2,1431	2,1725	2,0989	2,4052	2,1871
4913,4359	-92,0913	-58,7846	-57,1849	-56,3545	-55,5023	-54,1879	-53,8121	-3,5342	1,2695	2,1034	2,1519	2,1017	2,3976	2,1603
4918,0810	-92,1381	-58,7882	-57,1384	-56,3784	-55,4268	-54,2014	-53,7907	-3,6442	1,2672	2,1168	2,1542	2,0831	2,4035	2,1725
4922,6955	-92,0752	-58,7847	-57,2053	-56,3296	-56,3678	-54,6549	-53,9592	-3,5194	1,2900	2,1346	2,1549	2,1118	2,3985	2,1689
4927,6733	-91,9969	-58,7982	-57,1435	-56,3353	-55,5385	-54,1649	-53,7239	-3,5141	1,2952	2,1074	2,1635	2,1275	2,4403	2,1918
4932,2953	-91,9951	-58,7657	-57,1324	-56,3248	-55,4844	-54,2219	-53,7916	-3,5214	1,2768	2,1055	2,1739	2,1109	2,3784	2,1917
4936,9755	-92,0174	-58,7935	-57,2136	-56,3479	-55,5983	-54,1461	-53,6634	-3,5140	1,2685	2,0995	2,1563	2,1128	2,3760	2,1307
4941,7068	-91,9254	-58,7198	-57,2235	-56,3067	-55,5036	-54,1548	-53,6384	-3,4263	1,2650	2,0818	2,1748	2,1081	2,3600	2,1926
4946,3616	-91,9911	-58,7245	-57,1907	-56,3305	-55,4452	-54,1086	-53,7716	-3,4338	1,2777	2,0645	2,1721	2,0943	2,3852	2,1739
4951,0096	-92,0065	-58,7403	-57,0735	-56,2891	-55,5168	-54,1403	-53,6564	-3,4818	1,2847	2,1191	2,1540	2,0951	2,3628	2,1341
4955,6984	-91,9452	-58,7466	-57,1270	-56,3335	-55,5240	-54,1152	-53,6995	-3,4786	1,2928	2,1070	2,1575	2,0933	2,3718	2,1443
4960,3840	-91,9211	-58,7921	-57,0584	-56,3459	-55,5322	-54,0901	-53,7922	-3,5116	1,2896	2,0661	2,1555	2,0751	2,3554	2,1483
4965,0510	-91,8924	-58,7772	-57,1067	-56,2967	-55,4914	-54,1539	-53,7391	-3,4403	1,2769	2,1232	2,1634	2,1033	2,3812	2,1968
4969,8089	-91,9991	-58,7763	-57,1528	-56,3501	-55,5466	-54,1466	-53,7121	-3,4911	1,2585	2,1305	2,1534	2,1191	2,3737	2,1725
4974,4412	-92,0202	-58,7455	-57,1683	-56,3561	-55,4046	-54,2028	-53,8471	-3,4221	1,2851	2,0963	2,1736	2,0984	2,3911	2,1941
4979,2419	-92,0565	-58,7454	-57,1250	-56,3633	-55,5085	-54,1800	-53,8237	-3,4395	1,2794	2,0915	2,1829	2,1432	2,3624	2,1855
4983,8362	-92,1659	-58,7543	-57,1470	-56,3541	-55,5350	-54,1989	-53,7957	-3,4992	1,2673	2,0783	2,1678	2,0788	2,3810	2,1620
4988,4335	-92,1579	-58,7972	-57,2029	-56,3120	-55,5083	-54,1819	-53,7760	-3,5095	1,2894	2,1054	2,1581	2,0974	2,3798	2,1613
4993,0689	-92,1611	-58,7122	-57,2147	-56,2916	-55,4995	-54,1973	-53,8752	-3,5268	1,2710	2,1201	2,1642	2,1118	2,3946	2,2114
4997,8618	-92,1230	-58,8090	-57,1632	-56,3368	-55,5080	-55,3175	-54,3868	-3,5291	1,2853	2,1316	2,1784	2,0949	2,3881	2,1882
5003,1087	-92,1706	-58,7960	-57,1673	-56,3060	-55,4326	-54,1199	-53,7104	-3,4950	1,2830	2,1026	2,1631	2,0966	2,4152	2,1596
5007,7709	-92,1296	-58,8299	-57,1691	-56,3682	-55,5365	-54,1873	-53,7599	-3,5533	1,2561	2,1096	2,1896	2,0733	2,3622	2,1844
5012,4661	-92,1798	-58,8080	-57,1574	-56,3508	-55,4716	-54,1081	-53,7332	-3,5699	1,2938	2,1400	2,1412	2,0929	2,3992	2,1544
5017,1306	-92,2056	-58,7578	-57,1621	-56,3812	-55,4885	-54,2020	-53,8689	-3,5265	1,2875	2,1127	2,1832	2,0937	2,3792	2,1670
5021,8390	-92,2847	-58,7591	-57,1896	-56,3227	-55,4565	-54,1941	-53,7148	-3,4861	1,2785	2,1282	2,1761	2,0942	2,3749	2,1404
5026,5131	-92,2174	-58,7660	-57,0864	-56,3704	-55,5622	-54,1172	-53,6837	-3,4781	1,2762	2,1157	2,1765	2,1178	2,4095	2,1309
5031,1477	-92,2672	-58,7216	-57,2271	-56,3189	-55,4181	-54,1446	-53,6712	-3,5409	1,2477	2,0675	2,1717	2,0756	2,3679	2,1736
5035,7486	-92,2585	-58,7575	-57,1426	-56,3282	-55,5308	-54,1198	-53,7987	-3,5933	1,2750	2,1069	2,1659	2,0915	2,3827	2,1656
5040,3423	-92,2869	-58,7430	-57,1723	-56,3828	-55,5513	-54,1826	-53,8132	-3,6063	1,2701	2,1096	2,1760	2,0779	2,4022	2,1622
5044,9597	-92,2834	-58,7602	-57,2013	-56,3474	-55,4774	-54,2867	-53,7412	-3,5188	1,2727	2,1180	2,1578	2,0797	2,4012	2,1633
5049,5479	-92,3085	-58,7100	-57,1633	-56,3674	-55,5133	-54,1305	-53,7998	-3,6017	1,2610	2,0985	2,1572	2,0986	2,3982	2,1664
5054,1571	-92,2924	-58,7282	-57,2890	-56,3357	-55,5404	-54,1316	-53,7104	-3,6773	1,2702	2,1080	2,1806	2,0486	2,3858	2,1712
5058,9226	-92,3483	-58,7922	-57,1646	-56,3413	-55,4778	-54,1470	-53,7048	-3,6836	1,2661	2,0856	2,1786	2,1068	2,3743	2,1621
5063,6088	-92,3432	-58,7604	-57,2774	-56,3705	-55,4637	-54,2129	-53,6214	-3,6998	1,2721	2,0928	2,1712	2,0749	2,3599	2,1661
5068,6303	-92,3898	-58,7831	-57,2311	-56,3603	-55,4350	-54,1919	-53,6712	-3,7521	1,2942	2,1374	2,1665	2,0963	2,3856	2,1500
5073,3537	-92,3667	-58,8460	-57,2449	-56,3494	-56,3648	-54,6385	-54,0041	-3,7705	1,2322	2,0856	2,1653	2,1127	2,3992	2,2065
5078,4164	-92,3721	-58,7720	-57,1371	-56,3978	-55,5308	-54,2545	-53,8486	-3,7222	1,2814	2,0778	2,1572	2,1028	2,3730	2,1854
5083,1654	-91,8365	-58,6942	-57,0846	-56,2555	-55,4826	-54,1387	-53,6306	-3,0506	1,2954	2,1054	2,1537	2,0849	2,3893	2,1620
5088,1097	-91,9200	-58,9253	-57,3050	-56,4517	-55,5900	-54,3639	-53,8132	-4,5908	1,2048	2,0683	2,1559	2,0924	2,3956	2,1608
5092,6996	-91,8926	-58,8564	-57,2635	-56,4507	-55,6390	-54,2785	-53,7868	-4,6776	1,2101	2,1106	2,1593	2,0670	2,3824	2,1460
5097,2882	-92,2909	-58,7230	-56,9884	-56,1892	-55,3964	-54,0512	-53,5900	-3,2979	1,2878	2,1367	2,1650	2,0779	2,3651	2,1757
5101,9136	-91,0864	-58,6299	-56,9968	-56,2223	-55,2864	-54,1002	-54,7131	-2,5931	1,3058	2,1388	2,1829	2,0950	2,3649	2,1596
5106,7905	-91,9967	-58,7227	-57,1945	-56,3373	-55,3270	-54,0926	-53,6969	-3,2287	1,2772	2,1050	2,1683	2,0900	2,4152	2,2836
5111,3992	-91,8993	-58,6509	-56,9876	-56,2276	-55,4318	-54,0582	-53,5498	-3,2139	1,2733	2,0922	2,1567	2,0852	2,4132	2,1493
5116,0128	-91,6518	-58,6190	-56,9933	-56,1979	-55,3397	-54,0651	-53,5531	-3,2474	1,2932	2,1119	2,1763	2,0868	2,3839	2,1598
5120,6508	-91,4209	-58,5951	-56,9126	-56,1085	-55,5689	-54,1799	-53,5812	-3,2461	1,2837	2,0929	2,1471	2,1019	2,3699	2,0942
5125,3970	-91,4468	-58,7813	-56,9593	-56,2004	-55,2642	-53,9454	-53,6532	-2,9185	1,3620	2,1131	2,1875	2,1275	2,3757	2,2092
5130,0693	-92,4710	-60,0388	-57,9803	-57,0361	-56,2417	-55,0261	-54,5936	-1,7065	1,8414	2,4362	2,4857	2,3937	2,6669	2,4749
5134,8160	-96,7989	-63,4335	-60,9803	-59,8618	-59,0708	-57,7525	-57,5105	0,3229	3,0827	3,5347	3,4782	3,3268	3,5890	3,3448
5139,4642	-103,9686	-68,5007	-64,9806	-63,0742	-62,5806	-61,8808	-61,3555	2,6159	5,0461	5,1890	4,9598	4,7326	4,9826	4,6585
5144,4520	-112,5671	-74,1173	-70,2104	-67,9653	-66,5702	-65,0438	-64,7310	5,2970	7,2594	7,0539	6,5350	6,0353	6,1790	5,7427
5149,3914	-120,2742	-78,7895	-73,4567	-70,8316	-68,9474	-67,1736	-66,3422	7,7802	9,0099	8,4041	7,6424	6,9479	6,9967	6,4197
5154,2012	-125,8789	-81,8990	-76,2798	-72,3475	-70,3863	-68,6481	-67,4822	9,6076	10,2441	9,2801	8,2959	7,4965	7,4547	6,8325
5159,0002	-129,8806	-84,0629	-77,7814	-74,1463	-71,6344	-69,4111	-68,0866	10,9736	11,0069	9,7931	8,7043	7,7755	7,6870	6,9809
5163,6234	-132,3412	-85,1868	-78,6737	-74,7987	-72,1737	-70,0294	-69,5076	11,7926	11,4005	10,0335	8,8655	7,8813	7,7232	7,0476
5168,4954	-133,8001	-85,8489	-79,0186	-75,1012	-72,2998	-70,0098	-68,6827	12,2483	11,6167	10,1487	8,9427	7,9392	7,8072	7,0586
5173,0995	-134,4847	-86,1836	-79,2310	-75,2088	-72,5623	-70,3869	-68,7783	12,4382	11,6804	10,1498	8,9309	7,9115	7,7583	7,0401
5177,7196	-134,7789	-86,2781	-79,2995	-75,3496	-72,6105	-70,4150	-68,8016	12,4078	11,6440	10,1101	8,8948	7,8519	7,6998	7,0323
5182,6320	-134,8008	-86,2627	-79,3745	-75,3750	-72,6285	-70,4416	-68,9719	12,3180	11,5944	10,0811	8,8508	7,8133	7,6498	6,9961
5187,3417	-134,6932	-86,2063	-79,2861	-75,3045	-72,5280	-70,3808	-68,8780	12,1375	11,5039	9,9834	8,7654	7,7867	7,6165	6,9513
5192,0981	-134,4175	-86,0968	-79,2181	-75,2212	-72,4901	-70,3738	-68,8471	11,9398	11,3940	9,8983	8,7002	7,7001	7,5523	6,8813
5196,7833	-134,0870	-85,9422	-79,1513	-75,1997	-72,4930	-70,2312	-68,8092	11,7519	11,3036	9,7831	8,6155	7,6324	7,4763	6,8136
5201,4655	-133,6852	-85,8079	-79,0795	-75,1785	-72,4160	-70,2705	-68,8806	11,5099	11,1985	9,7285	8,5770	7,6032	7,4791	6,8083
5206,1825	-133,4738	-85,6798	-79,0352	-75,0445	-72,4670	-70,2848	-68,7874	11,3326	11,1022	9,6463	8,5147	7,5403	7,4221	6,8006
5210,8890	-133,2258	-85,6018	-78,9249	-75,1390	-72,4650	-70,3010	-68,7127	11,1539	10,9961	9,6010	8,4634	7,4988	7,3934	6,7557
5215,5112	-133,0420	-85,4998	-78,8573	-75,1198	-72,4627	-70,1895	-68,7449	10,9916	10,9231	9,5485	8,4229	7,4751	7,3692	6,6834
5220,1506	-132,8115	-85,4146	-78,8699	-75,0656	-72,3367	-70,1122	-68,7306	10,8619	10,8656	9,4974	8,3699	7,4294	7,3132	6,6480
5224,7551	-132,6553	-85,2991	-78,8246	-74,9231	-72,3928	-70,1771	-68,8004	10,7354	10,7865	9,4323	8,3412	7,3972	7,2955	6,6495
5229,3627	-132,3978	-85,2930	-78,7850	-74,9839	-72,3744	-70,2712	-68,7321	10,6180	10,7479	9,4077	8,3197	7,3656	7,2618	6,6159
5233,9625	-132,3615	-85,2429	-78,7329	-74,9807	-72,3103	-70,1728	-68,7785	10,5049	10,6810	9,3828	8,2822	7,3425	7,2188	6,5684
5238,5664	-132,1470	-85,1608	-78,7078	-74,9536	-72,3622	-70,2176	-68,8015	10,3848	10,6317	9,3197	8,2405	7,3130	7,2195	6,5924
5243,2613	-132,0205	-85,1409	-78,6882	-74,9404	-72,2858	-70,1498	-68,6924	10,2731	10,5653	9,2768	8,2081	7,2667	7,2362	6,5335
5247,9865	-131,9862	-85,0657	-78,6439	-74,8679	-72,3313	-70,1815	-68,8092	10,1673	10,5121	9,2480	8,1723	7,2533	7,1393	6,5203
5252,6254	-131,8524	-84,9963	-78,6767	-74,9639	-72,3944	-70,1844	-68,8147	10,0902	10,4803	9,2162	8,1480	7,2518	7,1402	6,4866
5257,2747	-131,8380	-84,9752	-78,6706	-74,9544	-72,3989	-70,1706	-68,7607	9,9957	10,4418	9,1783	8,1046	7,2180	7,1171	6,4536
5262,0033	-131,6940	-84,9285	-78,6656	-74,9419	-72,2916	-70,1596	-68,8548	9,9160	10,4010	9,1625	8,1038	7,1986	7,1059	6,4723
5266,6858	-131,5763	-84,8678	-78,5655	-74,9382	-72,2664	-70,2061	-68,8888	9,8231	10,3526	9,1211	8,0626	7,1696	7,1228	6,4447
5271,3470	-131,4882	-84,8454	-78,5589	-74,8963	-72,3616	-70,2626	-68,7585	9,7364	10,3080	9,0892	8,0523	7,1637	7,0556	6,4431
5275,9534	-131,3889	-84,8308	-78,5314	-74,9594	-72,3140	-70,1823	-68,7494	9,7029	10,2762	9,0787	8,0332	7,1400	7,0473	6,4206
5280,5994	-131,3290	-84,8237	-78,5392	-74,9417	-72,3459	-70,0929	-68,8245	9,6520	10,2322	9,0524	8,0156	7,1491	7,0722	6,4465
5285,2332	-131,3382	-84,7503	-78,5233	-74,8671	-72,2807	-70,2020	-68,7861	9,5514	10,2231	9,0354	8,0024	7,1055	7,0162	6,4309
5289,8054	-131,1770	-84,7289	-78,5356	-74,9240	-72,3308	-70,1942	-68,8663	9,5082	10,1818	9,0049	7,9954	7,1129	7,0321	6,3772
5294,4128	-131,1667	-84,7196	-78,5572	-75,5495	-72,7429	-70,4976	-68,9336	9,4414	10,1563	8,9868	7,9612	7,0803	7,0133	6,3917
5299,6386	-131,0999	-84,6935	-78,5394	-74,8939	-72,3561	-70,2571	-68,8508	9,4177	10,1262	8,9670	7,9538	7,0557	6,9988	6,4214
5304,3233	-131,1267	-84,6929	-78,4864	-74,9510	-72,3634	-70,2980	-68,9456	9,3621	10,1072	8,9472	7,9226	7,0649	6,9914	6,3763
5309,0014	-131,0056	-84,6470	-78,5256	-74,8183	-72,4503	-70,2730	-68,7435	9,3033	10,0751	8,9396	7,9138	7,0353	7,0037	6,3331
5313,6834	-130,9647	-84,6656	-78,5105	-74,9400	-72,4196	-70,1687	-68,9066	9,2708	10,0629	8,9097	7,8980	7,0593	6,9842	6,3084
5318,3682	-130,9537	-84,6482	-78,5021	-74,9166	-72,4681	-70,3565	-68,9655	9,2302	10,0398	8,9094	7,8974	7,0346	6,9797	6,3294
5323,0968	-130,9279	-84,6685	-78,5590	-75,5300	-72,8025	-70,5958	-68,9494	9,2009	10,0279	8,8819	7,8976	7,0179	6,9347	6,3288
5328,4376	-130,8511	-84,6650	-78,5286	-74,9460	-72,4315	-70,3374	-68,8527	9,1633	9,9960	8,8621	7,8749	6,9813	6,9086	6,3687
5333,0912	-130,8727	-84,6170	-78,4833	-74,9687	-72,3453	-70,2817	-68,9127	9,0984	9,9787	8,8455	7,8655	7,0062	6,9488	6,2914
5337,7154	-130,8039	-84,5989	-78,5203	-74,9325	-72,3774	-70,3511	-68,8566	9,0797	9,9568	8,8348	7,8566	6,9926	6,9413	6,3170
5342,3231	-130,8442	-84,6367	-78,5354	-75,0434	-72,4777	-70,3359	-68,8775	9,0564	9,9486	8,8610	7,8110	6,9673	6,9317	6,2894
5346,9378	-130,7775	-84,6284	-78,4983	-75,0323	-72,4897	-70,3391	-69,0372	8,9930	9,9426	8,8340	7,8186	6,9569	6,8980	6,3114
5351,5409	-130,7906	-84,5986	-78,5356	-75,0483	-72,5385	-70,3889	-68,9487	8,9760	9,8998	8,8290	7,7954	6,9980	6,8806	6,3391
5356,1491	-130,6801	-84,5996	-78,5109	-74,9635	-72,4827	-70,4008	-68,9940	8,9401	9,9001	8,8147	7,8190	6,9482	6,8899	6,3099
5360,8652	-130,8428	-84,5654	-78,4544	-74,9906	-72,4227	-70,3329	-69,0094	8,9408	9,8867	8,7859	7,7882	6,9487	6,8867	6,2803
5365,5448	-130,7437	-84,4959	-78,4232	-74,9541	-72,3802	-70,3022	-68,9601	8,9028	9,8569	8,7782	7,7876	6,9430	6,8910	6,2680
